item_id,name,critical_short,spillover_new,asterisk,pro,verb_match,adj,np,bio,bio_spr,orig_name,name_lenth,gender,lifetime,lifetime_distractor,orig_life_status,type,tense,mm,orig_list,list,match,bare,orig_bare,nationality,nationality_distractor,occupation,occupation_distractor,Unique_ID,prac_correct,prac_incorrect
42,John Carlo,He*sold*well-received*novels.,,4,He,sold,well-received,novels,fake,fake,John Carlo,10,male,fake,fake,fake,critical,PS,fakePS,,1,no,sell,sell,American,South African,writer,humanitarian,,crit,crit
42,George R.R. Martin,He*has sold*well-received*novels.,,4,He,has sold,well-received,novels,George R.R. Martin is an American author. He lives in Santa Fe.,George R.R. Martin*is*an American*author.*He*lives*in Santa Fe.,George R.R. Martin,18,female,alive,dead,living,critical,PP,livingPP,1,2,yes,sell,sell,American,South African,writer,humanitarian,142013,crit,crit
42,George R.R. Martin,He*sold*well-received*novels.,,4,He,sold,well-received,novels,George R.R. Martin is an American author. He lives in Santa Fe.,George R.R. Martin*is*an American*author.*He*lives*in Santa Fe.,George R.R. Martin,18,male,alive,dead,living,critical,PS,livingPS,2,3,yes,sell,sell,American,South African,writer,humanitarian,142024,crit,crit
42,Mark Twain,He*has sold*well-received*novels.,,4,He,has sold,well-received,novels,Mark Twain was an American author. He died in Connecticut.,Mark Twain*was*an American*author.*He*died*in Connecticut.,Mark Twain,10,male,dead,alive,dead,critical,PP,deadPP,3,4,no,sell,sell,American,South African,writer,humanitarian,142111,crit,crit
42,Mark Twain,He*sold*well-received*novels.,,4,He,sold,well-received,novels,Mark Twain was an American author. He died in Connecticut.,Mark Twain*was*an American*author.*He*died*in Connecticut.,Mark Twain,10,male,dead,alive,dead,critical,PS,deadPS,4,5,no,sell,sell,American,South African,writer,humanitarian,142122,crit,crit
42,John Carlo,He*has sold*well-received*novels.,,4,He,has sold,well-received,novels,fake,fake,John Carlo,10,male,fake,fake,fake,critical,PP,fakePP,,6,no,sell,sell,American,South African,writer,humanitarian,,crit,crit
45,Sean Jackson,He*has sold*popular*records.,,4,He,has sold,popular,records,fake,fake,Sean Jackson,12,male,fake,fake,fake,critical,PP,fakePP,,1,no,sell,sell,American,Mexican,musician,businessman,,crit,crit
45,Sean Jackson,He*sold*popular*records.,,4,He,sold,popular,records,fake,fake,Sean Jackson,12,male,fake,fake,fake,critical,PS,fakePS,,2,no,sell,sell,American,Mexican,musician,businessman,,crit,crit
45,Kendrick Lamar,He*has sold*popular*records.,,4,He,has sold,popular,records,Kendrick Lamar is an American singer. He lives in Los Angeles.,Kendrick Lamar*is*an American*singer.*He*lives*in Los Angeles.,Kendrick Lamar,14,male,alive,dead,living,critical,PP,livingPP,2,3,yes,sell,sell,American,Mexican,musician,businessman,145011,crit,crit
45,Kendrick Lamar,He*sold*popular*records.,,4,He,sold,popular,records,Kendrick Lamar is an American singer. He lives in Los Angeles.,Kendrick Lamar*is*an American*singer.*He*lives*in Los Angeles.,Kendrick Lamar,14,male,alive,dead,living,critical,PS,livingPS,3,4,yes,sell,sell,American,Mexican,musician,businessman,145022,crit,crit
45,Prince,He*has sold*popular*records.,,4,He,has sold,popular,records,Prince was an American singer. He died in Minnesota.,Prince*was*an American*singer.*He*died*in Minnesota.,Prince,6,male,dead,alive,dead,critical,PP,deadPP,4,5,no,sell,sell,American,Mexican,musician,businessman,145113,crit,crit
45,Prince,He*sold*popular*records.,,4,He,sold,popular,records,Prince was an American singer. He died in Minnesota.,Prince*was*an American*singer.*He*died*in Minnesota.,Prince,6,male,dead,alive,dead,critical,PS,deadPS,1,6,no,sell,sell,American,Mexican,musician,businessman,145124,crit,crit
54,Alan Rickman,He*starred*in well-received*dramas.,,4,He,starred,in well-received,dramas,Alan Rickman was a British actor. He died in London.,Alan Rickman*was*a British*actor.*He*died*in London.,Alan Rickman,12,male,dead,alive,dead,critical,PS,deadPS,3,1,no,win,star,British,Irish,actor,activist,154122,crit,crit
54,Tom Biordi,He*has starred*in well-received*dramas.,,4,He,has starred,in well-received,dramas,fake,fake,Tom Biordi,10,male,fake,fake,fake,critical,PP,fakePP,,2,no,win,star,British,Irish,actor,activist,,crit,crit
54,Tom Biordi,He*starred*in well-received*dramas.,,4,He,starred,in well-received,dramas,fake,fake,Tom Biordi,10,male,fake,fake,fake,critical,PS,fakePS,,3,no,win,star,British,Irish,actor,activist,,crit,crit
54,Denzel Washington,He*has starred*in well-received*dramas.,,4,He,has starred,in well-received,dramas,Denzel Washington is an American actor. He lives in Los Angeles.,Denzel Washington*is*an American*actor.*He*lives*in Los Angeles.,Denzel Washington,17,male,alive,dead,living,critical,PP,livingPP,4,4,yes,win,star,American,Irish,actor,activist,154013,crit,crit
54,Denzel Washington,He*starred*in well-received*dramas.,His ,4,He,starred,in well-received,dramas,Denzel Washington is an American actor. He lives in Los Angeles.,Denzel Washington*is*an American*actor.*He*lives*in Los Angeles.,Denzel Washington,17,male,alive,dead,living,critical,PS,livingPS,1,5,yes,win,star,American,Irish,actor,activist,154024,crit,crit
54,Alan Rickman,He*has starred*in well-received*dramas.,,4,He,has starred,in well-received,dramas,Alan Rickman was a British actor. He died in London.,Alan Rickman*was*a British*actor.*He*died*in London.,Alan Rickman,12,male,dead,alive,dead,critical,PP,deadPP,2,6,no,win,star,British,Irish,actor,activist,154111,crit,crit
57,Abraham Lincoln,He*has won*important*elections.,,4,He,has won,important,elections,"Abraham Lincoln was an American politician. He died in Washington, D.C..","Abraham Lincoln*was*an American*politician.*He*died*in Washington, D.C..",Abraham Lincoln,15,male,dead,alive,dead,critical,PP,deadPP,3,1,no,win,win,American,Canadian,politician,writer,157113,crit,crit
57,Abraham Lincoln,He*won*important*elections.,,4,He,won,important,elections,"Abraham Lincoln was an American politician. He died in Washington, D.C..","Abraham Lincoln*was*an American*politician.*He*died*in Washington, D.C..",Abraham Lincoln,15,male,dead,alive,dead,critical,PS,deadPS,4,2,no,win,win,American,Canadian,politician,writer,157124,crit,crit
57,Alex Bozinovski,He*has won*important*elections.,,4,He,has won,important,elections,fake,fake,Alex Bozinovski,15,male,fake,fake,fake,critical,PP,fakePP,,3,no,win,win,Russian,French,politician,writer,,crit,crit
57,Alex Bozinovski,He*won*important*elections.,,4,He,won,important,elections,fake,fake,Alex Bozinovski,15,male,fake,fake,fake,critical,PS,fakePS,,4,no,win,win,Russian,French,politician,writer,,crit,crit
57,Vladimir Putin,He*has won*important*elections.,,4,He,has won,important,elections,Vladimir Putin is a Russian politician. He lives near Moscow.,Vladimir Putin*is*a Russian*politician.*He*lives*near Moscow.,Vladimir Putin,14,male,alive,dead,living,critical,PP,livingPP,1,5,yes,win,win,Russian,French,politician,writer,157011,crit,crit
57,Vladimir Putin,He*won*important*elections.,,4,He,won,important,elections,Vladimir Putin is a Russian politician. He lives near Moscow.,Vladimir Putin*is*a Russian*politician.*He*lives*near Moscow.,Vladimir Putin,14,male,alive,dead,living,critical,PS,livingPS,2,6,yes,win,win,Russian,French,politician,writer,157022,crit,crit
63,Jacinda Arden,She*won*well-deserved*re-elections.,History was made when she was elected.,4,She,won,well-deserved,re-elections,Jacinda Ardern is a New Zealand politician. She lives in Wellington.,Jacinda Ardern*is*a New Zealand*politician.*She*lives*in Wellington.,Jacinda Arden,13,female,alive,dead,living,critical,PS,livingPS,3,1,yes,win,win,New Zealand,Australian,politician,musician,163021,crit,crit
63,Margaret Thatcher,She*has won*well-deserved*re-elections.,History was made when she was elected.,4,She,has won,well-deserved,re-elections,Margaret Thatcher was a British politician. She died in London.,Margaret Thatcher*was*a British*politician.*She*died*in London.,Margaret Thatcher,17,female,dead,alive,dead,critical,PP,deadPP,4,2,no,win,win,British,New Zealand,politician,musician,163114,crit,crit
63,Margaret Thatcher,She*won*well-deserved*re-elections.,History was made when she was elected.,4,She,won,well-deserved,re-elections,Margaret Thatcher was a British politician. She died in London.,Margaret Thatcher*was*a British*politician.*She*died*in London.,Margaret Thatcher,17,female,dead,alive,dead,critical,PS,deadPS,1,3,no,win,win,British,New Zealand,politician,musician,163123,crit,crit
63,Marilyn Ramsay,She*has won*well-deserved*re-elections.,History was made when she was elected.,4,She,has won,well-deserved,re-elections,fake,fake,Marilyn Ramsay,14,female,fake,fake,fake,critical,PP,fakePP,,4,no,win,win,British,New Zealand,politician,musician,,crit,crit
63,Marilyn Ramsay,She*won*well-deserved*re-elections.,History was made when she was elected.,4,She,won,well-deserved,re-elections,fake,fake,Marilyn Ramsay,14,female,fake,fake,fake,critical,PS,fakePS,,5,no,win,win,British,New Zealand,politician,musician,,crit,crit
63,Jacinda Arden,She*has won*well-deserved*re-elections.,History was made when she was elected.,4,She,has won,well-deserved,re-elections,Jacinda Ardern is a New Zealand politician. She lives in Wellington.,Jacinda Ardern*is*a New Zealand*politician.*She*lives*in Wellington.,Jacinda Arden,13,female,alive,dead,living,critical,PP,livingPP,2,6,yes,win,win,New Zealand,Australian,politician,musician,163012,crit,crit
68,Paul McCartney,He*has released*well-known*folk songs.,Sales records were shattered by his early albums.,4,He,has written,well-known,folk songs,Paul McCartney is a British singer. He lives in New York.,Paul McCartney*is*a British*singer.*He*lives*in New York.,Paul McCartney,14,male,alive,dead,living,critical,PP,livingPP,4,1,yes,release,write,British,Australian,musician,politician,168014,crit,crit
68,Paul McCartney,He*released*well-known*folk songs.,Sales records were shattered by his early albums.,4,He,wrote,well-known,folk songs,Paul McCartney is a British singer. He lives in New York.,Paul McCartney*is*a British*singer.*He*lives*in New York.,Paul McCartney,14,male,alive,dead,living,critical,PS,livingPS,1,2,yes,release,write,British,Australian,musician,politician,168023,crit,crit
68,John Lennon,He*has released*well-known*folk songs.,Sales records were shattered by his early albums.,4,He,has written,well-known,folk songs,John Lennon was a British singer. He died in New York.,John Lennon*was*a British*singer.*He*died*in New York.,John Lennon,11,male,dead,alive,dead,critical,PP,deadPP,2,3,no,release,write,British,Australian,musician,politician,168112,crit,crit
68,John Lennon,He*released*well-known*folk songs.,Sales records were shattered by his early albums.,4,He,wrote,well-known,folk songs,John Lennon was a British singer. He died in New York.,John Lennon*was*a British*singer.*He*died*in New York.,John Lennon,11,male,dead,alive,dead,critical,PS,deadPS,3,4,no,release,write,British,Australian,musician,politician,168121,crit,crit
68,Cal MacCaull,He*has released*well-known*folk songs.,Sales records were shattered by his early albums.,4,He,has written,well-known,folk songs,fake,fake,Cal MacCaull,12,male,fake,fake,fake,critical,PP,fakePP,,5,no,release,write,British,Australian,musician,politician,,crit,crit
68,Cal MacCaull,He*released*well-known*folk songs.,Sales records were shattered by his early albums.,4,He,wrote,well-known,folk songs,fake,fake,Cal MacCaull,12,male,fake,fake,fake,critical,PS,fakePS,,6,no,release,write,British,Australian,musician,politician,,crit,crit
76,Gino Nardozi,He*worked*with important*world leaders.,Several controversies shrouded his last term.,4,He,worked,with important,world leaders,fake,fake,Gino Nardozi,12,male,fake,fake,fake,critical,PS,fakePS,,1,no,work,work,Italian,Spanish,politician,actor,,crit,crit
76,Silvio Berlusconi,He*has worked*with important*world leaders.,Several controversies shrouded his last term.,4,He,has worked,with important,world leaders,Silvio Berlusconi is an Italian politician. He lives in Arcore.,Silvio Berlusconi*is*an Italian*politician.*He*lives*in Arcore.,Silvio Berlusconi,17,male,alive,dead,living,critical,PP,livingPP,1,2,yes,work,work,Italian,Spanish,politician,actor,176014,crit,crit
76,Silvio Berlusconi,He*worked*with important*world leaders.,Several controversies shrouded his last term.,4,He,worked,with important,world leaders,Silvio Berlusconi is an Italian politician. He lives in Arcore.,Silvio Berlusconi*is*an Italian*politician.*He*lives*in Arcore.,Silvio Berlusconi,17,male,alive,dead,living,critical,PS,livingPS,2,3,yes,work,work,Italian,Spanish,politician,actor,176023,crit,crit
76,Winston Churchill,He*has worked*with important*world leaders.,Several controversies shrouded his last term.,4,He,has worked,with important,world leaders,Winston Churchill was a British politician. He died in London.,Winston Churchill*was*a British*politician.*He*died*in London.,Winston Churchill,17,male,dead,alive,dead,critical,PP,deadPP,3,4,no,work,work,British,Italian,politician,actor,176112,crit,crit
76,Winston Churchill,He*worked*with important*world leaders.,Several controversies shrouded his last term.,4,He,worked,with important,world leaders,Winston Churchill was a British politician. He died in London.,Winston Churchill*was*a British*politician.*He*died*in London.,Winston Churchill,17,male,dead,alive,dead,critical,PS,deadPS,4,5,no,work,work,British,Italian,politician,actor,176121,crit,crit
76,Gino Nardozi,He*has worked*with important*world leaders.,Several controversies shrouded his last term.,4,He,has worked,with important,world leaders,fake,fake,Gino Nardozi,12,male,fake,fake,fake,critical,PP,fakePP,,6,no,work,work,Italian,Spanish,politician,actor,,crit,crit
79,Sophie Laverty,She*has worked*with well-known*directors.,Her early performances were critically acclaimed.,,She,has worked,with well-known,directors,fake,fake,Sophie Laverty,,female,fake,fake,fake,critical,PP,fakePP,,1,,work,work,Swedish,American,actor,royal,,crit,crit
79,Sophie Laverty,She*worked*with well-known*directors.,Her early performances were critically acclaimed.,,She,worked,with well-known,directors,fake,fake,Sophie Laverty,,female,fake,fake,fake,critical,PS,fakePS,,2,,work,work,Swedish,American,actor,royal,,crit,crit
79,Angelina Jolie,She*has worked*with well-known*directors.,Her early performances were critically acclaimed.,,She,has worked,with well-known,directors,Angelina Jolie is an American actor. She lives in Los Angeles.,Angelina Jolie is an American actor. She lives in Los Angeles.,Angelina Jolie,,female,alive,dead,living,critical,PP,livingPP,,3,yes,work,work,American,Swedish,actor,royal,179012,crit,crit
79,Angelina Jolie,She*worked*with well-known*directors.,Her early performances were critically acclaimed.,,She,worked,with well-known,directors,Angelina Jolie is an American actor. She lives in Los Angeles.,Angelina Jolie is an American actor. She lives in Los Angeles.,Angelina Jolie,,female,alive,dead,living,critical,PS,livingPS,,4,yes,work,work,American,Swedish,actor,royal,179021,crit,crit
79,Ingrid Bergman,She*has worked*with well-known*directors.,Her early performances were critically acclaimed.,,She,has worked,with well-known,directors,Ingrid Bergman was a Swedish actor. She died in London.,Ingrid Bergman was a Swedish actor. She died in London.,Ingrid Bergman,,female,dead,alive,dead,critical,PP,deadPP,,5,no,work,work,Swedish,American,actor,royal,179114,crit,crit
79,Ingrid Bergman,She*worked*with well-known*directors.,Her early performances were critically acclaimed.,,She,worked,with well-known,directors,Ingrid Bergman was a Swedish actor. She died in London.,Ingrid Bergman was a Swedish actor. She died in London.,Ingrid Bergman,,female,dead,alive,dead,critical,PS,deadPS,,6,no,work,work,Swedish,American,actor,royal,179123,crit,crit
80,Princess Diana,She*worked*with important*charities.,Millions of people watched her wedding worldwide.,4,She,worked,with important,charities,Princess Diana was a British royal. She died in Paris.,Princess Diana*was*a British*royal.*She*died*in Paris.,Princess Diana,14,female,dead,alive,dead,critical,PS,deadPS,1,1,no,work,work,British,Dutch,royal,actor,180121,crit,crit
80,Hannah Crawford,She*has worked*with important*charities.,Millions of people watched her wedding worldwide.,4,She,has worked,with important,charities,fake,fake,Hannah Crawford,15,female,fake,fake,fake,critical,PP,fakePP,,2,no,work,work,British,Dutch,royal,actor,,crit,crit
80,Hannah Crawford,She*worked*with important*charities.,Millions of people watched her wedding worldwide.,4,She,worked,with important,charities,fake,fake,Hannah Crawford,15,female,fake,fake,fake,critical,PS,fakePS,,3,no,work,work,British,Dutch,royal,actor,,crit,crit
80,Kate Middleton,She*has worked*with important*charities.,Millions of people watched her wedding worldwide.,4,She,has worked,with important,charities,Kate Middleton is a British royal. She lives in London.,Kate Middleton*is*a British*royal.*She*lives*in London.,Kate Middleton,14,female,alive,dead,living,critical,PP,livingPP,2,4,yes,work,work,British,Dutch,royal,actor,180014,crit,crit
80,Kate Middleton,She*worked*with important*charities.,Millions of people watched her wedding worldwide.,4,She,worked,with important,charities,Kate Middleton is a British royal. She lives in London.,Kate Middleton*is*a British*royal.*She*lives*in London.,Kate Middleton,14,female,alive,dead,living,critical,PS,livingPS,3,5,yes,work,work,British,Dutch,royal,actor,180023,crit,crit
80,Princess Diana,She*has worked*with important*charities.,Millions of people watched her wedding worldwide.,4,She,has worked,with important,charities,Princess Diana was a British royal. She died in Paris.,Princess Diana*was*a British*royal.*She*died*in Paris.,Princess Diana,14,female,dead,alive,dead,critical,PP,deadPP,4,6,no,work,work,British,Dutch,royal,actor,180112,crit,crit
86,Chiwetel Ejiofor,He*was*nominated for*an Oscar.,,4,filler,filler,filler,filler,Chiwetel Ejiofor is an English actor. He lives in London.,Chiwetel Ejiofor*is*an English*actor.*He*lives*in London.,Chiwetel Ejiofor,16,male,alive,dead,living,filler,pastpass,filler,999,,yes,be,be,filler,filler,filler,filler,986193,filler,filler
93,Josh Milligan,She*is*the recipient*of many*accolades.,,5,filler,filler,filler,filler,"Adam Driver is an American actor. He lives in Brooklyn, New York.","Adam Driver*is*an American*actor.*He*lives*in Brooklyn, New York.",Adam Driver,11,male,fake,fake,living,filler,pres,gender,999,,no,be,be,filler,filler,filler,filler,993193,filler,filler
95,Ricci Romano,She*had*supporting*roles*in several*sitcoms.,,6,filler,filler,filler,filler,Jerry Stiller was an American actor. He died in Manhattan.,Jerry Stiller*was*an American*actor.*He*died*in Manhattan.,Jerry Stiller,13,male,fake,fake,dead,filler,past,gender,999,,no,have,have,filler,filler,filler,filler,995093,filler,filler
97,Victoria Collins,She*lives*in Washington.,,3,filler,filler,filler,filler,Ruth Bader Ginsberg was a justice of the American Supreme Court. She died in 2020.,Ruth Bader Ginsberg*was*a justice of*the American*Supreme Court.*She*died*in 2020.,Ruth Bader Ginsburg,19,female,fake,fake,dead,filler,past,diedlives,999,,no,live,live,filler,filler,filler,filler,997193,filler,filler
98,Susan Tyne,She*was*married*to Aristotle Onassis.,,4,filler,filler,filler,filler,Jackie Onassis was a former first lady of the United States. She died in New York City.,Jackie Onassis*was*a former first lady*of the United States.*She*died*in New York City.,Jackie Onassis,14,female,fake,fake,dead,filler,past,filler,999,,yes,be,be,filler,filler,filler,filler,998193,filler,filler
102,Stephen Fry,His career*has spanned*many*decades.,,4,filler,filler,filler,filler,Stephen Fry is an English actor and writer. He was born in London.,Stephen Fry*is*an English*actor and writer.*He*was born*in London.,Stephen Fry,11,male,alive,dead,living,filler,PP,filler,999,,yes,span,span,filler,filler,filler,filler,9102193,filler,filler
106,Jonathon Wah,He*died*in Toronto.,,3,filler,filler,filler,filler,Jonathan Wah is a Canadian politician. He lives in Ottawa.,Jonathan Wah*is*a Canadian*politician.*He*lives*in Ottawa.,Jonathon Wah,12,male,fake,fake,living,filler,pres,livesdied,999,,no,be,be,filler,filler,filler,filler,9106193,filler,filler
107,Greg and Gabe,He*was*known*for his slapstick*style of humour.,,5,filler,filler,filler,filler,Laurel and Hardy were an American-British comedy duo. ,Laurel and Hardy*were*an American-British*comedy duo.*,Laurel and Hardy,16,plural,fake,fake,dead,filler,pastpass,number,999,,no,be,be,filler,filler,filler,filler,9107093,filler,filler
114,Phoebe Waller-Bridge,She*has been*praised*for her writing.,,4,filler,filler,filler,filler,Phoebe Waller-Bridge is an English actor and writer. She was born in London.,Phoebe Waller-Bridge*is*an English*actor and writer.*She*was born*in London.,Phoebe Waller-Bridge,20,female,alive,dead,living,filler,prespass,filler,999,,yes,praised,praised,filler,filler,filler,filler,9114193,filler,filler
120,Alan Turing,He*contributed*to several*top secret*projects.,,5,filler,filler,filler,filler,Alan Turing was an English mathematician. He died in 1954.,Alan Turing*was*an English*mathematician.*He died*in 1954.,Alan Turing,11,male,dead,alive,dead,filler,past,filler,999,,yes,contribute,contribute,filler,filler,filler,filler,9120093,filler,filler
125,Charles Dickens,She*was*applauded for*writing*'Oliver Twist'.,,5,filler,filler,filler,filler,Charles Dickens was an English writer. He was born in Portsmouth.,Charles Dickens*was*an English*writer.*He*was born*in Portsmouth.,Charles Dickens,15,male,dead,alive,dead,filler,pastpass,gender,999,,no,be,be,filler,filler,filler,filler,9125193,filler,filler
127,Alexander McQueen,He*lives*in London.,,3,filler,filler,filler,filler,Alexander McQueen was a British fashion designer. He died in 2010.,Alexander McQueen*was*a British*fashion designer.*He*died*in 2010.,Alexander McQueen,17,male,dead,alive,dead,filler,pastpass,diedlives,999,,no,be,be,filler,filler,filler,filler,9127093,filler,filler
130,Anna Sora,She*was*married*to Frank Sinatra.,,4,filler,filler,filler,filler,Ava Gardner was an American actor. She died in London.,Ava Gardner*was*an American*actor.*She*died*in London.,Ava Gardner,11,female,fake,fake,dead,filler,past,filler,999,,yes,be,be,filler,filler,filler,filler,9130193,filler,filler
135,Ant and Dec,He*has hosted*many*shows.,,4,filler,filler,filler,filler,Ant and Dec are a TV presenting duo. They are from Newcastle.,Ant and Dec*are*a TV presenting*duo.*They*are*from Newcastle.,Ant and Dec,11,plural,alive,dead,living,filler,PS,number,999,,no,host,host,filler,filler,filler,filler,9135093,filler,filler
150,David Tennant,He*is*best known*for his role*on 'Doctor Who'.,,6,filler,filler,filler,filler,David Tennant is a Scottish actor. He was born in Bathgate.,David Tennant*is*a Scottish*actor.*He*was born*in Bathgate.,David Tennant,13,male,alive,dead,living,filler,PresPass,yes,999,,yes,be,be,filler,filler,filler,filler,9150193,filler,filler
154,Charlotte Arnold,She*died*in Kentucky.,,3,filler,filler,filler,filler,Charlotte Arnold is a Canadian actor. She lives in Toronto.,Charlotte Arnold*is*a Canadian*actor.*She*lives*in Toronto.,Charlotte Arnold,16,female,fake,fake,living,filler,pres,livesdied,999,,no,be,be,filler,filler,filler,filler,9154193,filler,filler
159,Idris Elba,He*is*married to*Emily Blunt.,,4,filler,filler,filler,filler,John Krasinski is an American actor. He was born in Boston.,John Krasinski*is*an American*actor.*He*was born*in Boston.,Idris Elba,10,male,alive,dead,living,filler,pres,filler,999,,yes,be,be,filler,filler,filler,filler,9159093,filler,filler
165,Chicago Bulls,"They*are*based*in Miami, Florida.",,4,filler,filler,filler,filler,The Chicago Bulls are an American basketball team. They were founded in 1966.,The Chicago Bulls*are*an American*basketball team.*They*were founded*in 1966.,Chicago Bulls,13,plural,alive,dead,living,filler,Pres,place,999,,no,be,be,filler,filler,filler,filler,9165193,filler,filler
170,Queen,They*had*numerous*number*one hits.,,5,filler,filler,filler,filler,Queen were a British rock band. They formed in London in 1970.,Queen*were*a British*rock band.*They*formed*in London*in 1970.,Queen,5,plural,dead,alive,dead,filler,past,filler,999,,yes,have,have,filler,filler,filler,filler,9170193,filler,filler
174,Alex Trebek,She*hosted*the gameshow*'Jeopardy!'*for decades.,,5,filler,filler,filler,filler,Alex Trebek was a Canadian-American gameshow host. He died in 2020.,Alex Trebek*was*a Canadian-American*gameshow host.*He*died*in 2020.,Alex Trebek,11,male,dead,alive,dead,filler,past,gender,999,,no,host,host,filler,filler,filler,filler,9174193,filler,filler
175,Manchester United,They*are*the world's*most valuable*football brand.,,5,filler,filler,filler,filler,Manchester United F.C. is an English football club. They are based in Manchester.,Manchester United F.C.*is*an English*football club.*They*are*based in Manchester.,Manchester United,17,plural,alive,dead,living,filler,Press,filler,999,,yes,be,be,filler,filler,filler,filler,9175093,filler,filler
176,John Boyega,She*is*known*for her role in*'Star Wars'.,,5,filler,filler,filler,filler,John Boyega is an English-Nigerian actor. He lives in London.,John Boyega*is*an English-Nigerian*actor.*He*lives*in London.,John Boyega,11,male,alive,dead,living,filler,prespass,gender,999,,no,be,be,filler,filler,filler,filler,9176093,filler,filler
177,The Beatles,He*was*adored*by many*teenage fans.,,5,filler,filler,filler,filler,The Beatles were a British rock band formed in Liverpool. They disbanded in 1970.,The Beatles*were*a British*rock band*formed*in Liverpool.*They*disbanded*in 1970.,The Beatles,11,plural,dead,alive,dead,filler,pastpass,number,999,,no,be,be,filler,filler,filler,filler,9177193,filler,filler
193,Vacouver Grizzlies,"In 2001,*the team*relocated*to Memphis,*Tennessee.",,5,filler,filler,filler,filler,The Vancouver Grizzlies were a Canadian basketball team.,The Vancouver Grizzlies*were*a Canadian*basketball team.,Vacouver Grizzlies,18,plural,dead,alive,dead,filler,past,filler,999,,yes,relocate,relocate,filler,filler,filler,filler,9193193,filler,filler
194,Franca Ellis,She*was*an original*cast member*on*'Charlie's Angels'.,,6,filler,filler,filler,filler,Farrah Fawcett was an American actor. She died in Santa Monica.,Farrah Fawcett*was*an American*actor.*She*died*in Santa Monica.,Farrah Fawcett,14,female,fake,fake,dead,filler,past,filler,999,,yes,be,be,filler,filler,filler,filler,9194193,filler,filler
196,Stacy Reiner,He*is*known*for his work*in Hollywood classics.,,5,filler,filler,filler,filler,Sophia Loren is an Italian actor. She lives in Geneva.,Sophia Loren*is*an Italian*actor.*She*lives*in Geneva.,Sophia Loren,12,female,fake,fake,living,filler,prespass,gender,999,,no,be,be,filler,filler,filler,filler,9196093,filler,filler
198,Scarborough F.C.,They*were*dissolved*in 2007.,,4,filler,filler,filler,filler,Scarborough F.C. were an English football club. They were based in North Yorkshire.,Scarborough F.C.*were*an English*football club.*They*were*based in*North Yorkshire.,Scarborough F.C.,16,plural,dead,alive,dead,filler,pastpass,filler,999,,yes,be,be,filler,filler,filler,filler,9198193,filler,filler
199,Bangtan Boys,He*has achieved*worldwide*success.,,4,filler,filler,filler,filler,Bangtan Boys are a South Korean pop band. The band has seven members.,Bangtan Boys*are*a South Korean*pop band.*The band has seven members.,Bangtan Boys,12,plural,alive,dead,living,filler,PP,number,999,,no,achieve,achieve,filler,filler,filler,filler,9199093,filler,filler
201,Spice Girls,They*had*several*successful*world tours.,,5,filler,filler,filler,filler,The Spice Girls were an English pop group formed in the 1990's.,The Spice Girls*were*an English*pop group*formed*in the 1990's.,Spice Girls,11,plural,dead,alive,dead,filler,past,filler,999,,yes,have,have,filler,filler,filler,filler,9201193,filler,filler
204,Real Madrid,The team*was*founded*in 1902.,,4,filler,filler,filler,filler,Real Madrid C.F. is a Spanish football club. They are based in Madrid.,Real Madrid C.F.*is*a Spanish*football club.*They*are*based in Madrid.,Real Madrid,11,plural,alive,dead,living,filler,past,filler,999,,yes,be,be,filler,filler,filler,filler,9204093,filler,filler
209,Ian McEwan,Many of his*novels*have been adapted*into films.,,4,practice,practice,practice,practice,Ian McEwan is a British novelist. He has been married twice.,Ian McEwan*is*a British*novelist.*He*has been*married*twice.,Ian McEwan,10,male,alive,dead,living,practice,PP,no,111,,yes,adapt,adapt,English,South African,writer,activist,209p,Right!<p>The sentence was fine.,Hmm..<p>The last sentence fit well with the first sentences. You should have responded 'yes'.
210,Pierre Gatineau,He*is well-known*in French speaking*countries.,,4,practice,practice,practice,practice,Pierre Gatineau is a Canadian rapper. He lives in Montréal.,Pierre Gatineau*is*a Canadian*rapper.*He*lives*in Montréal.,Pierre Gatineau,15,female,dead,alive,dead,practice,Pres,no,111,,yes,be,be,Canadian,French,rapper,actor,210p,Right!<p>The sentence was fine.,Hmm..<p>The last sentence fit well with the first sentences. You should have responded 'yes'.
211,Chloe Masterson,She*is currently*recording*a new album.,,4,practice,practice,practice,practice,"Before her death in 2009, Chloe Masterson was an American singer.","Before*her death*in 2009,*Chloe Masterson*was*an American*singer.",Chloe Masterson,15,male,alive,dead,living,practice,Pres,yes,111,,no,be,be,American,Australian,singer,academic,211p,"Right!<p>The sentence does not fit, because she died and therefore cannot be currently doing something.",Hmm...You should have said 'no'. <p>She can't be currently working on an album if she died!
212,Toni Morrison,She*was awarded*the Nobel Prize*in Literature.,,4,practice,practice,practice,practice,Toni Morrison was an American novelist from Ohio.,Toni Morrison*was*an American*novelist*from Ohio.,Toni Morrison,13,female,dead,alive,dead,practice,Passive,no,111,,yes,award,award,American,German,writer,royal,212p,Right!<p>The sentence was fine.,Hmm..<p>The last sentence fit well with the first sentences. You should have responded 'yes'.
